sample,fastq_1,fastq_2,fastq_3,fastq_4,image,slide,area,results_parent_id
ANNUBP_V42N08_047_A1,syn://syn64002035,syn://syn64002036,syn://syn64002037,syn://syn64002038,syn://syn64002032,V42N08-047,A1,syn73722889
